b,-0.130251597,1.001774337,,
b,-0.128004997,1.00016812,,
b,-0.125008797,1.001220126,,
b,-0.122762597,1.000293277,,
b,-0.120517248,0.999893416,,
b,-0.117520812,0.999698642,,
b,-0.115273497,0.997707331,,
b,-0.112814257,1.000368306,,
b,-0.110141738,1.000237023,,
b,-0.108008559,0.999755352,,
b,-0.105184429,0.999818093,,
b,-0.102534722,1.000154332,,
b,-0.100422641,1.000010726,,
b,-9.78E-02,0.999695418,,
b,-9.50E-02,0.999747539,,
b,-9.29E-02,1.000121667,,
b,-9.04E-02,0.99988148,,
b,-8.76E-02,1.000224697,,
b,-8.55E-02,0.999874575,,
b,-8.29E-02,0.999679215,,
b,-8.01E-02,1.000150659,,
b,-7.80E-02,1.00030986,,
b,-7.54E-02,1.000444021,,
b,-7.26E-02,1.000301761,,
b,-7.05E-02,1.000219725,,
b,-6.80E-02,0.999620421,,
b,-6.51E-02,1.000445915,,
b,-6.30E-02,1.000218365,,
b,-6.05E-02,0.999615999,,
b,-5.76E-02,0.999648206,,
b,-5.54E-02,1.000229863,,
b,-5.30E-02,0.999792956,,
b,-5.02E-02,0.999938323,,
b,-4.80E-02,1.000485588,,
b,-4.54E-02,1.000040652,,
b,-4.27E-02,0.999860919,,
b,-4.04E-02,0.999764769,,
b,-3.79E-02,0.999967641,,
b,-3.52E-02,0.999882288,,
b,-3.28E-02,0.999882022,,
b,-3.03E-02,1.000080492,,
b,-2.76E-02,1.000209795,,
b,-2.53E-02,0.999974666,,
b,-2.29E-02,1.000036693,,
b,-2.02E-02,1.000196086,,
b,-1.78E-02,0.999760665,,
b,-1.54E-02,0.99995691,,
b,-1.26E-02,0.999110215,,
b,-1.03E-02,0.993646884,,
b,-7.89E-03,0.992455828,,
b,-5.16E-03,0.99228809,,
b,-2.76E-03,0.992266478,,
b,-3.25E-04,0.991956413,,
b,2.33E-03,0.992097979,,
b,4.75E-03,0.992288555,,
b,7.16E-03,0.991941329,,
b,9.79E-03,0.993265491,,
b,1.22E-02,0.998385725,,
b,1.47E-02,1.000033651,,
b,1.73E-02,0.999584942,,
b,1.98E-02,1.000002748,,
b,2.22E-02,1.000020789,,
b,2.48E-02,1.000162518,,
b,2.73E-02,0.999887325,,
b,2.97E-02,0.999785615,,
b,3.23E-02,1.000131506,,
b,3.48E-02,1.00021885,,
b,3.72E-02,0.999934069,,
b,3.98E-02,1.000128433,,
b,4.23E-02,0.999775481,,
